"year","month","day","vessel","haul_number","area","strata","meandepth","hauling_time","nbtot","ptot","TA_lat_fin","TA_lon_fin","sqkm","W_sqkm","doy"
1994,5,21,"FUL",1,17,"B",79,700,22,993,42.7466666666667,14.2331666666667,0.04569269034,21.7321412377138,141
1994,5,22,"FUL",10,17,"D",209.5,614,97,11700,43.2495,15.2068333333333,0.08717591088,134.211388007237,142
1994,5,22,"FUL",11,17,"C",132.5,733,86,3200,43.3205,15.1146666666667,0.04781181211,66.929067499843,142
1994,5,22,"FUL",12,17,"C",124,841,41,2864,43.389,15.056,0.0458355684,62.4842256783271,142
1994,5,22,"FUL",13,17,"C",102,1110,29,1315,43.3458333333333,14.7,0.04749028004,27.6898767261933,142
1994,5,22,"FUL",14,17,"B",100,1243,42,1954,43.3438333333333,14.5033333333333,0.04531666112,43.1187989517971,142
1994,5,23,"FUL",15,17,"A",18,615,33,689,42.8523333333333,14.0246666666667,0.04420888604,15.5851020398161,143
1994,5,23,"FUL",16,17,"B",60,821,87,3000,43.096,14.0821666666667,0.04546698793,65.9819384697032,143
1994,5,23,"FUL",17,17,"A",21,941,61,1800,43.1453333333333,13.953,0.04309916502,41.7641501677519,143
1994,5,23,"FUL",18,17,"A",40,1050,56,2820,43.2028333333333,14.0105,0.04342772572,64.9354750507069,143
1994,5,23,"FUL",19,17,"B",92,1403,49,2529,43.5416666666667,14.2356666666667,0.04513552621,56.0312510423261,143
1994,5,21,"FUL",2,17,"B",86,805,29,1282,42.6986666666667,14.2955,0.04943336362,25.933901845217,141
1994,5,23,"FUL",20,17,"B",92,1530,35,1763,43.5505,14.4048333333333,0.04177629697,42.2009638926597,143
1994,5,23,"FUL",21,17,"B",78,1848,41,4447,43.9811666666667,14.3615,0.04796781753,92.7079910862895,143
1994,5,24,"FUL",22,17,"B",68,440,21,1281,44.2075,13.9316666666667,0.0496413764,25.8050862586477,144
1994,5,24,"FUL",23,17,"B",64,542,26,2090,44.2733333333333,13.8873333333333,0.04898056587,42.6699847761477,144
1994,5,24,"FUL",24,17,"B",68,730,24,2154,44.2381666666667,13.661,0.04946408577,43.5467464215502,144
1994,5,24,"FUL",25,17,"B",68,910,41,3674,44.1116666666667,13.534,0.04828752068,76.0859109820007,144
1994,5,24,"FUL",26,17,"B",66,1117,38,4000,44.1461666666667,13.328,0.04794905675,83.4218704416954,144
1994,5,24,"FUL",27,17,"B",61,1242,11,852,44.039,13.3068333333333,0.04333950037,19.6587407036598,144
1994,5,24,"FUL",28,17,"B",58.5,1339,17,1518,44.0293333333333,13.2601666666667,0.04296880178,35.3279574276274,144
1994,5,24,"FUL",29,17,"A",43,1447,39,1687,43.9538333333333,13.2033333333333,0.0484007242,34.8548503743256,144
1994,5,21,"FUL",3,17,"B",69.5,925,47,2670,42.6975,14.2283333333333,0.04279151115,62.3955529553669,141
1994,5,25,"FUL",30,17,"A",48,545,18,731,44.0541666666667,13.1003333333333,0.0466551122,15.6681650848114,145
1994,5,25,"FUL",31,17,"A",49.5,716,24,1976,44.156,12.9488333333333,0.04325334252,45.6843306176006,145
1994,5,25,"FUL",32,17,"A",35,924,29,3480,44.2966666666667,12.6876666666667,0.06644739164,52.3722589270925,145
1994,5,25,"FUL",33,17,"A",47,1140,2,60,44.4565,12.986,0.04391251488,1.366353080983,145
1994,5,25,"FUL",34,17,"A",50,1309,9,1087,44.438,13.1801666666667,0.05337372268,20.3658269541562,145
1994,5,25,"FUL",35,17,"A",49,1410,4,505,44.3641666666667,13.2076666666667,0.04797848848,10.5255504289284,145
1994,5,25,"FUL",36,17,"A",49,1610,19,2755,44.521,13.2401666666667,0.0527751184,52.2026303971305,145
1994,5,25,"FUL",37,17,"A",44,1738,11,1589,44.6293333333333,13.3545,0.04924519564,32.2671070618982,145
1994,5,26,"FUL",38,17,"A",36,408,53,2621,45.2666666666667,13.1213333333333,0.046524121,56.3363679670595,146
1994,5,26,"FUL",39,17,"A",33,547,10,1469,45.2091666666667,12.9098333333333,0.03664067748,40.092053450754,146
1994,5,21,"FUL",4,17,"B",95,1140,43,2600,42.7983333333333,14.2951666666667,0.04510563222,57.6424688455459,141
1994,5,26,"FUL",40,17,"A",24,752,NA,NA,45.3171666666667,12.6248333333333,0.05007241197,NA,146
1994,5,26,"FUL",41,17,"A",33,1005,41,2367,45.0831666666667,12.7435,0.044884242,52.7356572045931,146
1994,5,26,"FUL",42,17,"A",37,1112,30,2976,45.0253333333333,12.8091666666667,0.04431911224,67.1493594881629,146
1994,5,26,"FUL",43,17,"A",33,1223,47,4590,44.9681666666667,12.7596666666667,0.04270524632,107.480939592436,146
1994,5,26,"FUL",44,17,"A",29,1349,11,1309,45.0156666666667,12.6143333333333,0.05758993512,22.7296661694867,146
1994,5,26,"FUL",45,17,"A",35,1522,4,329,45.1003333333333,12.68,0.04744678424,6.9340842645061,146
1994,5,26,"FUL",46,17,"A",36.5,1725,45,4133,44.925,12.8628333333333,0.04661795116,88.6568349135488,146
1994,5,27,"FUL",47,17,"A",38,400,42,2350,45.021,13.1848333333333,0.057080014,41.1702772182221,147
1994,5,27,"FUL",48,17,"A",40,515,18,900,44.7548333333333,13.1698333333333,0.0432400654,20.8140295736,147
1994,5,27,"FUL",49,17,"A",42,730,31,1323,44.7351666666667,13.0105,0.05124690572,25.8161928298371,147
1994,5,21,"FUL",5,17,"B",100.5,1322,45,2856,42.9491666666667,14.3041666666667,0.04828068692,59.1540879427073,141
1994,5,27,"FUL",50,17,"A",40,920,20,1803,44.5618333333333,12.8391666666667,0.05159094964,34.9479901529488,147
1994,5,27,"FUL",51,17,"A",40,1110,20,2800,44.544,12.6186666666667,0.04588294824,61.0248492610814,147
1994,5,27,"FUL",52,17,"A",46,1305,52,1365,44.409,12.8693333333333,0.04403762176,30.996224261135,147
1994,5,27,"FUL",53,17,"B",53,1532,11,730,44.0983333333333,13.046,0.0350509446,20.8268281591475,147
1994,5,27,"FUL",54,17,"A",47,1735,28,1840,43.9068333333333,13.3006666666667,0.03892959788,47.2648087882073,147
1994,5,28,"FUL",55,17,"A",23,424,52,2150,43.6833333333333,13.5666666666667,0.04110936216,52.2995222263989,148
1994,5,28,"FUL",56,17,"A",26,540,103,3391,43.6463333333333,13.6728333333333,0.05111432824,66.3414763875609,148
1994,5,28,"FUL",57,17,"A",18,648,13,950,43.595,13.6706666666667,0.04537859198,20.9349818614623,148
1994,5,28,"FUL",58,17,"B",57,820,40,2445,43.6303333333333,13.8623333333333,0.041727315,58.5947118811742,148
1994,5,28,"FUL",59,17,"A",18,1022,5,117,43.4393333333333,13.8051666666667,0.0415395571,2.81659238008582,148
1994,5,21,"FUL",6,17,"B",97,1520,50,1958,43.1506666666667,14.4355,0.04163540694364,47.0272814350165,141
1994,5,28,"FUL",60,17,"A",13,1115,2,45,43.4131666666667,13.7598333333333,0.04837971048,0.930141986248612,148
1994,5,28,"FUL",61,17,"A",46,1210,9,282,43.4166666666667,13.9583333333333,0.05663787556,4.97900031051235,148
1994,5,28,"FUL",62,17,"A",18,1324,31,865,43.2886666666667,13.8965,0.05827534978,14.8433257503478,148
1994,6,1,"FUL",63,17,"C",108,725,35,3591,42.799,14.4203333333333,0.04345591159,82.6354773978865,152
1994,6,1,"FUL",64,17,"D",228,1005,94,3019,42.8411666666667,14.6116666666667,0.09013510896,33.4941626502029,152
1994,6,1,"FUL",65,17,"D",249.5,1135,205,7700,42.8538333333333,14.6958333333333,0.09906431712,77.7272808600974,152
1994,6,1,"FUL",66,17,"C",181,1350,5,715,42.8678333333333,15.3593333333333,0.04751533584,15.0477732580412,152
1994,6,1,"FUL",67,17,"C",181,1445,11,2090,42.7991666666667,15.4496666666667,0.053106375,39.3549738614244,152
1994,6,1,"FUL",68,17,"C",186.5,1540,21,2132,42.5996666666667,15.1766666666667,0.04726042524,45.1117396674529,152
1994,6,1,"FUL",69,17,"C",183,1715,47,7211,42.5011666666667,14.9728333333333,0.0515769114,139.810620765477,152
1994,5,21,"FUL",7,17,"C",121.5,1712,50,2940,43.1521666666667,14.6683333333333,0.04906172817,59.9245095854111,141
1994,6,2,"FUL",70,17,"A",22,555,83,1895,42.5128333333333,14.294,0.04053480969,46.7499419509425,153
1994,6,2,"FUL",71,17,"B",88,740,NA,NA,42.453,14.5515,0.04879105264,NA,153
1994,6,2,"FUL",72,17,"A",49,950,67,2062,42.173,14.8185,0.04789500956,43.0525021070692,153
1994,6,2,"FUL",73,17,"B",51,1125,16,700,42.0995,15.0035,0.04762477552,14.6982320096403,153
1994,6,2,"FUL",74,17,"B",98.5,1224,55,2000,42.1498333333333,15.2681666666667,0.05902106494164,33.8862065938254,153
1994,6,2,"FUL",75,17,"C",158.5,1325,78,1450,42.2815,15.4201666666667,0.05138446293,28.2186465970328,153
1994,6,2,"FUL",76,17,"C",161,1426,35,353,42.4295,15.3373333333333,0.05252942745,6.72004278622687,153
1994,6,2,"FUL",77,17,"C",168.5,1520,111,1300,42.4983333333333,15.2433333333333,0.0498775074,26.0638525813742,153
1994,6,2,"FUL",78,17,"C",156,1620,103,1800,42.4473333333333,15.6758333333333,0.0602269764,29.8869395010838,153
1994,6,2,"FUL",79,17,"C",110,1820,77,1095,42.1983333333333,15.6183333333333,0.04821038227,22.7129499589425,153
1994,5,21,"FUL",8,17,"C",130,1820,113,4000,43.1588333333333,14.7693333333333,0.04464567081,89.5943532133928,141
1994,6,3,"FUL",80,17,"D",443.5,523,37,4944,42.3966666666667,16.9333333333333,0.089135025,55.4664117724766,154
1994,6,3,"FUL",81,17,"E",636,715,NA,NA,42.3565,17.0031666666667,0.096895018668,NA,154
1994,6,3,"FUL",82,17,"C",185,1020,29,3263,42.1975,16.6521666666667,0.04297792716,75.9226937086186,154
1994,6,3,"FUL",83,17,"C",156.5,1125,163,3600,42.161,16.555,0.05674193226,63.4451428884068,154
1994,6,3,"FUL",84,17,"C",124,1350,14,474,42.1475,16.1128333333333,0.04566268547451,10.3804670065802,154
1994,6,3,"FUL",85,17,"B",98,1545,8,251,42.1018333333333,15.8426666666667,0.05839130826,4.29858496888557,154
1994,6,3,"FUL",86,17,"B",80,1800,24,1130,42.05,15.49,0.0393022365604,28.7515444130872,154
1994,5,22,"FUL",9,17,"D",238,441,75,11500,43.3013333333333,15.2623333333333,0.0923028936,124.589810259209,142
1995,6,12,"EGU",1,17,"B",81,1710,95,4600,42.763,14.2495,0.0494308194,93.0593515510285,163
1995,6,14,"EGU",10,17,"D",223.5,902,155,8500,43.23,15.2046666666667,0.11368924114,74.7652101005131,165
1995,6,14,"EGU",11,17,"C",133.5,515,131,6700,43.3241666666667,15.1105,0.0460168855,145.598728101666,165
1995,6,14,"EGU",12,17,"C",121.5,406,116,6000,43.3833333333333,15.0728333333333,0.048042365,124.889771767064,165
1995,6,20,"EGU",13,17,"B",99.5,517,59,4400,43.3466666666667,14.6671666666667,0.04775349125,92.139860035888,171
1995,6,20,"EGU",14,17,"B",94.5,643,81,3700,43.354,14.5001666666667,0.04797183435,77.1285911855067,171
1995,6,19,"EGU",15,17,"A",20,836,18,580,42.8608333333333,14.0331666666667,0.04570178973,12.6909690720333,170
1995,6,19,"EGU",16,17,"A",48,1040,60,3000,43.101,14.0678333333333,0.0478279725,62.7247998020405,170
1995,6,19,"EGU",17,17,"A",23.5,1150,48,1440,43.1526666666667,13.955,0.0490948798,29.3309609039923,170
1995,6,19,"AND",18,17,"A",34.5,1250,38,2340,43.2105,14.0033333333333,0.04574898711,51.1486733984655,170
1995,6,20,"EGU",19,17,"B",84.5,1000,26,1550,43.5448333333333,14.2231666666667,0.0503260104,30.7991829211242,171
1995,6,12,"EGU",2,17,"B",72,1411,68,3100,42.7065,14.2713333333333,0.047607885,65.1152639946093,163
1995,6,20,"EGU",20,17,"B",86.5,840,44,2700,43.551,14.3895,0.0500289456,53.9687568390408,171
1995,6,21,"EGU",21,17,"B",75,428,44,2900,43.992,14.3383333333333,0.051595554,56.2063932872976,172
1995,6,21,"EGU",22,17,"B",66.5,723,44,3400,44.2126666666667,13.926,0.0493458189,68.9014809317512,172
1995,6,21,"EGU",23,17,"B",66,832,71,4300,44.2706666666667,13.8731666666667,0.0478595943,89.846143973686,172
1995,6,21,"EGU",24,17,"B",65.5,1011,60,6400,44.2413333333333,13.6456666666667,0.0510375852,125.397782338652,172
1995,6,22,"EGU",25,17,"B",66,1103,12,1120,44.1145,13.52,0.05046944328,22.191645621814,173
1995,6,26,"EGU",26,17,"B",60.5,1236,6,1020,44.1405,13.3143333333333,0.05344106868,19.0864446612709,177
1995,6,26,"EGU",27,17,"B",60.5,924,12,1300,44.0456666666667,13.3255,0.0503102838,25.8396475195395,177
1995,6,26,"EGU",28,17,"B",57,832,19,2200,44.0323333333333,13.2735,0.0495197388,44.426728680564,177
1995,6,26,"EGU",29,17,"A",45,726,20,1530,43.9596666666667,13.2126666666667,0.04812253578,31.7938357819431,177
1995,6,12,"EGU",3,17,"A",49.5,1550,93,5500,42.6941666666667,14.2185,0.04948961004,111.13443802759,163
1995,6,26,"EGU",30,17,"A",46,1418,21,2300,44.0635,13.092,0.0463101261,49.665163835518,177
1995,6,22,"EGU",31,17,"A",43,1839,20,1400,44.1741666666667,12.9101666666667,0.0524131335,26.7108624596925,173
1995,6,22,"EGU",32,17,"A",30.5,1646,7,1430,44.2916666666667,12.7036666666667,0.04505088456,31.7418850698811,173
1995,6,22,"EGU",33,17,"A",43,1339,24,4250,44.4561666666667,12.9696666666667,0.0517490757,82.1270707256323,173
1995,6,21,"EGU",34,17,"A",49,1358,8,1730,44.4488333333333,13.1851666666667,0.0444918726,38.8835061080347,172
1995,6,21,"EGU",35,17,"B",53.5,1231,16,2800,44.3458333333333,13.2851666666667,0.0480018924,58.3310336323324,172
1995,6,21,"EGU",36,17,"A",48.5,1514,11,2500,44.5331666666667,13.2516666666667,0.0475591872,52.5660791780731,172
1995,6,21,"EGU",37,17,"A",45.5,1642,11,2200,44.6348333333333,13.3411666666667,0.0436064622,50.451237936014,172
1995,6,27,"EGU",38,17,"A",31,1355,36,3500,45.2736666666667,13.1228333333333,0.0549174006,63.7320769330076,178
1995,6,27,"EGU",39,17,"A",33,1227,8,1390,45.2136666666667,12.9266666666667,0.04880512494,28.4806155441429,178
1995,6,12,"EGU",4,17,"B",95,1808,62,2360,42.8011666666667,14.3123333333333,0.04899216153,48.1709711573936,163
1995,6,27,"EGU",40,17,"A",24.5,1028,NA,NA,45.3151666666667,12.6386666666667,0.0480941812,NA,178
1995,6,27,"EGU",41,17,"A",31.5,725,6,630,45.0843333333333,12.731,0.04688146458,13.4381467312086,178
1995,6,27,"EGU",42,17,"A",32,625,11,1750,45.0296666666667,12.7961666666667,0.05102353971,34.2978948529716,178
1995,6,27,"EGU",43,17,"A",33,525,16,2500,44.9806666666667,12.7645,0.05369184279,46.562007748142,178
1995,6,27,"EGU",44,17,"A",30.5,408,16,1850,45.0113333333333,12.6315,0.04802945544,38.5180298850376,178
1995,6,27,"EGU",45,17,"A",30.5,825,8,950,45.1008333333333,12.6803333333333,0.06806566570077,13.9571102437518,178
1995,6,22,"EGU",46,17,"A",34,730,10,2000,44.912,12.8573333333333,0.05195434311,38.4953380271888,173
1995,6,22,"EGU",47,17,"A",38.5,410,17,1300,45.0131666666667,13.1846666666667,0.04472510337,29.0664504281949,173
1995,6,22,"EGU",48,17,"A",38.5,526,10,700,44.9238333333333,13.1631666666667,0.04536115236,15.4317067265969,173
1995,6,21,"EGU",49,17,"A",41.5,1852,19,1150,44.7341666666667,13.028,0.0439384911,26.1729515786672,172
1995,6,13,"EGU",5,17,"B",94.5,542,81,3000,42.9655,14.3078333333333,0.04604637822,65.1517039117957,164
1995,6,22,"EGU",50,17,"A",40,1212,18,1550,44.5561666666667,12.856,0.04588860762,33.7774467431095,173
1995,6,22,"EGU",51,17,"A",32.5,1026,12,1600,44.5453333333333,12.6245,0.0421964208,37.917907956781,173
1995,6,22,"EGU",52,17,"A",42,1458,20,970,44.406,12.8628333333333,0.04559385321,21.2747976252916,173
1995,6,26,"EGU",53,17,"A",49,1524,26,2400,44.1038333333333,13.0596666666667,0.05838016032,41.1098562738582,177
1995,6,20,"EGU",54,17,"A",35.5,1810,56,4000,43.9086666666667,13.2743333333333,0.0485569107,82.377563612176,171
1995,6,20,"EGU",55,17,"A",28.5,1538,46,1640,43.6936666666667,13.5631666666667,0.04800236385,34.164984147963,171
1995,6,20,"EGU",56,17,"A",26.5,1435,61,3400,43.6533333333333,13.6556666666667,0.0465173228,73.091050717132,171
1995,6,20,"EGU",57,17,"A",23,1341,50,3100,43.6065,13.6668333333333,0.0502926857,61.6391818582081,171
1995,6,20,"EGU",58,17,"B",53,1217,27,1650,43.6273333333333,13.8456666666667,0.0539784126,30.5677755332879,171
1995,6,19,"EGU",59,17,"A",16,1702,7,300,43.4351666666667,13.7958333333333,0.05077485061,5.90843688156348,170
1995,6,13,"EGU",6,17,"B",93,738,54,3300,43.151,14.4508333333333,0.04691859339,70.3345893720536,164
1995,6,19,"EGU",60,17,"A",15,1750,20,700,43.4108333333333,13.7643333333333,0.05047990521,13.866904010377,170
1995,6,19,"EGU",61,17,"A",40,1539,50,2350,43.4153333333333,13.9518333333333,0.04784329476,49.1186907546498,170
1995,6,19,"EGU",62,17,"A",23,1420,25,760,43.301,13.9003333333333,0.0553113408,13.7404009558922,170
1995,6,30,"EGU",63,17,"C",104.5,1658,234,11200,42.8056666666667,14.403,0.05258697506,212.980495402544,181
1995,6,13,"EGU",64,17,"D",210,1531,181,4300,42.8386666666667,14.5893333333333,0.10772369348,39.9169380578131,164
1995,6,13,"EGU",65,17,"D",227.5,1350,93,1120,42.8471666666667,14.6656666666667,0.11245143298,9.95985529325533,164
1995,6,14,"EGU",66,17,"C",184,1214,29,1900,42.8585,15.367,0.04907538616,38.7159459898176,165
1995,6,14,"EGU",67,17,"C",165.5,1332,72,4300,42.787,15.456,0.04948548688,86.8941637459746,165
1995,6,6,"EGU",68,17,"C",164,1436,111,2800,42.5766666666667,15.185,0.0486994605,57.4955034666144,157
1995,6,6,"EGU",69,17,"C",169.5,1212,153,4500,42.5101666666667,14.9941666666667,0.04810139695,93.5523765490141,157
1995,6,13,"EGU",7,17,"C",115.5,921,153,6700,43.1518333333333,14.6855,0.04487997682,149.287064627321,164
1995,6,12,"EGU",70,17,"A",34.5,1202,55,2800,42.5215,14.295,0.04252220199,65.8479539855081,163
1995,6,12,"EGU",71,17,"B",82,1020,26,1600,42.4565,14.5286666666667,0.0490239144,32.6371327051762,163
1995,6,12,"EGU",72,17,"A",25.5,733,54,3000,42.1818333333333,14.8075,0.0462785043,64.8249126754946,163
1995,6,6,"EGU",73,17,"B",51,841,85,3900,42.0993333333333,15.0068333333333,0.0639076578,61.02555052487,157
1995,6,7,"EGU",74,17,"C",102,643,266,5000,42.1651666666667,15.25,0.04773688134,104.740817993285,158
1995,6,7,"EGU",75,17,"C",135,837,102,1500,42.2916666666667,15.413,0.05048032304,29.7145483560281,158
1995,6,7,"EGU",76,17,"C",152.5,1019,126,2850,42.432,15.3546666666667,0.04713314476,60.4670028811377,158
1995,6,6,"EGU",77,17,"C",154,1610,180,3000,42.487,15.2605,0.04806696512,62.412927309025,157
1995,6,7,"EGU",78,17,"C",140,1227,145,4200,42.432,15.6756666666667,0.04904813764,85.6301625726721,158
1995,6,14,"EGU",79,17,"C",104,1800,112,3100,42.1956666666667,15.671,0.05300222281,58.4881130573097,165
1995,6,13,"EGU",8,17,"C",123.5,1053,127,8000,43.1335,14.7655,0.0513735255,155.72223089887,164
1995,6,15,"EGU",80,17,"D",466.5,554,17,13000,42.3695,16.9333333333333,0.09196153846,141.363446259161,166
1995,6,15,"EGU",81,17,"E",592.5,806,NA,NA,42.3488333333333,16.9585,0.10597770675,NA,166
1995,6,15,"EGU",82,17,"C",159.5,1050,169,1020,42.1795,16.6015,0.0480159593,21.2429370332293,166
1995,6,15,"EGU",83,17,"C",138,1208,299,6520,42.1473333333333,16.493,0.0530290234,122.951538270267,166
1995,6,15,"EGU",84,17,"C",114.5,1436,85,780,42.1498333333333,16.0576666666667,0.0464855915,16.7793928146531,166
1995,6,15,"EGU",85,17,"B",90,1625,34,1300,42.1053333333333,15.7833333333333,0.04925547177,26.3930067723316,166
1995,6,15,"EGU",86,17,"B",76.5,1822,32,1550,42.0501666666667,15.4901666666667,0.0482426568,32.1292421026033,166
1995,6,14,"EGU",9,17,"D",226,715,289,9200,43.2905,15.2391666666667,0.10901307698,84.3935448376333,165
1996,6,3,"EGU",1,17,"A",38,625,27,1750,42.1115,14.95,0.04593514779,38.0971888454656,155
1996,6,4,"EGU",10,17,"D",221.5,843,50,2900,42.0808333333333,16.7693333333333,0.0822840415,35.2437720259523,156
1996,6,19,"EGU",103,17,"B",85.9,848,29,3100,43.7423333333333,14.9276666666667,0.0395837184,78.3150276250955,171
1996,6,19,"EGU",104,17,"C",116.5,1148,51,4200,43.5565,15.0538333333333,0.0424681115,98.8977341269343,171
1996,6,19,"EGU",105,17,"C",171,1328,134,3420,43.4056666666667,15.1815,0.04418620448,77.3997232902861,171
1996,6,19,"EGU",107,17,"C",155,1803,245,3500,43.2958333333333,15.685,0.0467729540132,74.8295692209701,171
1996,6,4,"EGU",11,17,"C",116.5,1102,28,2100,42.0413333333333,16.4286666666667,0.0425350695,49.3710254781645,156
1996,6,4,"EGU",12,17,"B",99.5,1217,24,720,42.0451666666667,16.2981666666667,0.04130884617,17.4296807283591,156
1996,6,4,"EGU",13,17,"A",20,1429,1,60,41.9936666666667,15.9651666666667,0.04399597404,1.36376114654149,156
1996,6,24,"EGU",132,17,"D",342.5,817,30,10500,42.4551666666667,17.5768333333333,0.0904467013,116.090469293876,176
1996,6,24,"EGU",134,17,"E",544.5,1243,3,6100,42.458,17.2253333333333,0.08778102942,69.4910966561322,176
1996,6,4,"EGU",14,17,"B",70,1538,12,600,42.0416666666667,15.8893333333333,0.0408858144,14.6750164771085,156
1996,6,4,"EGU",15,17,"A",19.5,1712,1,100,41.9945,15.7101666666667,0.04450791591,2.24679133937008,156
1996,6,5,"EGU",16,17,"C",160.5,310,152,4600,42.7156666666667,15.705,0.04593024998,100.151860745435,157
1996,6,5,"EGU",17,17,"C",164.5,439,46,1690,42.796,15.5698333333333,0.04776058928,35.3848230408601,157
1996,6,5,"EGU",18,17,"C",163.5,639,69,1700,42.7853333333333,15.3048333333333,0.048083986,35.3548060678663,157
1996,6,5,"EGU",19,17,"C",170,831,61,8730,42.6371666666667,15.1491666666667,0.0465521068,187.531791794222,157
1996,6,3,"EGU",2,17,"C",149,914,52,1320,42.4011666666667,15.2493333333333,0.04960670304,26.6093071925306,155
1996,6,5,"EGU",20,17,"C",185.5,1009,56,2750,42.5676666666667,14.9773333333333,0.04922917393,55.8611851563929,157
1996,6,5,"EGU",21,17,"D",214.5,1247,250,7800,42.7945,15.0175,0.10354865034,75.326911305834,157
1996,6,5,"EGU",22,17,"D",232,1432,117,2350,42.8166666666667,14.9013333333333,0.09196857162,25.5522072225916,157
1996,6,5,"EGU",23,17,"C",176,1621,185,4700,42.9435,14.75,0.05013481302,93.7472330479233,157
1996,6,5,"EGU",24,17,"C",140.5,1741,212,3000,42.9076666666667,14.6041666666667,0.04454939056,67.3409885587445,157
1996,6,6,"EGU",25,17,"C",120.5,315,80,4500,43.2131666666667,14.8946666666667,0.04462661062692,100.836696687995,158
1996,6,6,"EGU",26,17,"B",94,531,63,3300,43.4396666666667,14.6865,0.04391660204,75.1424255682237,158
1996,6,6,"EGU",27,17,"B",93,632,60,2600,43.3938333333333,14.6255,0.04494641646,57.846658416336,158
1996,6,6,"EGU",28,17,"B",93.5,746,52,2250,43.352,14.4865,0.04581598176,49.1095009550659,158
1996,6,6,"EGU",29,17,"B",67.3,1015,26,1150,43.4351666666667,14.0918333333333,0.04582728252,25.094221973518,158
1996,6,3,"EGU",3,17,"C",143.5,1043,99,4400,42.5161666666667,15.376,0.049379677828,89.1054821241674,155
1996,6,6,"EGU",30,17,"B",69.5,1129,30,1300,43.3426666666667,14.1548333333333,0.04470288372,29.0808979604683,158
1996,6,6,"EGU",31,17,"B",65.5,1302,17,750,43.1821666666667,14.1021666666667,0.04603609944,16.2915626893519,158
1996,6,6,"EGU",32,17,"B",90.05,1451,35,1500,43.0503333333333,14.2815,0.04593117999,32.6575542001441,158
1996,6,6,"EGU",33,17,"A",32,1630,43,2300,43.0471666666667,14.0343333333333,0.04784329476,48.0736122279552,158
1996,6,7,"EGU",34,17,"A",19.5,307,NA,NA,42.7071666666667,14.1145,0.0404373207,NA,159
1996,6,7,"EGU",35,17,"A",20,419,1,30,42.6551666666667,14.1538333333333,0.044424953,0.67529615619402,159
1996,6,7,"EGU",36,17,"B",92,613,54,2750,42.5471666666667,14.4451666666667,0.04734647253,58.0824685145768,159
1996,6,7,"EGU",37,17,"C",128.5,757,217,4000,42.538,14.685,0.0473463644,84.4837835109468,159
1996,6,7,"EGU",38,17,"A",28.5,958,10,580,42.3981666666667,14.448,0.0394972705,14.6845590254142,159
1996,6,7,"EGU",39,17,"B",81,1127,22,880,42.3903333333333,14.6398333333333,0.04861365306,18.1019105664387,159
1996,6,3,"EGU",4,17,"C",148,1231,26,1770,42.3943333333333,15.4666666666667,0.04816661774,36.7474421715541,155
1996,6,10,"EGU",40,17,"A",37.75,628,27,1950,43.6528333333333,13.7246666666667,0.0430214589,45.3262174240214,162
1996,6,10,"EGU",41,17,"A",22.65,753,15,1250,43.6965,13.5463333333333,0.0438639553,28.4972021207581,162
1996,6,10,"EGU",42,17,"A",24,916,26,2100,43.7566666666667,13.4055,0.0437578206,47.9914212180851,162
1996,6,10,"EGU",43,17,"B",68.5,1118,5,370,43.9565,13.5476666666667,0.04370698764,8.46546559208261,162
1996,6,10,"EGU",44,17,"B",71.65,1317,10,1350,44.0348333333333,13.8408333333333,0.0451501788,29.9002138170935,162
1996,6,10,"EGU",45,17,"B",70.9,1438,36,1200,44.0073333333333,14.0131666666667,0.0438969114,27.3367752246916,162
1996,6,10,"EGU",46,17,"B",76.5,1649,53,1250,43.8576666666667,14.2683333333333,0.0448246548,27.8864389603732,162
1996,6,11,"EGU",47,17,"B",80.9,256,60,1800,43.6978333333333,14.3463333333333,0.04589826621,39.2171676325287,163
1996,6,11,"EGU",48,17,"B",78.15,356,35,850,43.7321666666667,14.3195,0.0458012268,18.5584548578074,163
1996,6,11,"EGU",49,17,"B",75.1,617,27,2150,43.9516666666667,14.5491666666667,0.0423343962,50.7861264831267,163
1996,6,3,"EGU",5,17,"C",141,1356,40,1420,42.4023333333333,15.6393333333333,0.04903066892,28.9614649622039,155
1996,6,11,"EGU",50,17,"B",72.9,750,19,1720,43.9996666666667,14.3518333333333,0.0421390818,40.8172159081074,163
1996,6,11,"EGU",51,17,"B",68.5,942,29,2950,44.1913333333333,14.2675,0.0419437674,70.3322610929795,163
1996,6,11,"EGU",52,17,"B",66.3,1128,24,3200,44.2016666666667,14.0043333333333,0.0446618928,71.6494487667571,163
1996,6,11,"EGU",53,17,"B",66.7,1319,29,2150,44.1968333333333,13.7378333333333,0.0505538772,42.5288844116589,163
1996,6,11,"EGU",54,17,"B",68.05,1449,11,1350,44.1026666666667,13.5885,0.0454431504,29.7074473956366,163
1996,6,11,"EGU",55,17,"B",63.4,1607,5,300,44.0908333333333,13.4103333333333,0.04271109156,7.02393661792895,163
1996,6,11,"EGU",56,17,"A",50.6,1729,16,1100,43.9765,13.2888333333333,0.0434641641,25.3082055706669,163
1996,6,12,"EGU",57,17,"A",20.85,255,12,520,44.0023333333333,13.0318333333333,0.0428329325,12.1401914286396,164
1996,6,12,"EGU",58,17,"A",15.95,406,2,90,44.0315,12.8963333333333,0.04559855884,1.97374658957533,164
