"","year","haul_number","stratum","area","Indicator","month","day","vessel","strata","meandepth","hauling_time","ptot","Lat","Lon","sqkm","W_sqkm","doy","hour"
"507",2001,7,"B",18,145,7,3,"PEC","B",85,705,4000,41.2656666666667,19.1796666666667,0.043497,91.9603650826494,184,7
"508",2001,8,"B",18,195,7,3,"PEC","B",75,2000,1500,41.202,19.3188333333333,0.0432285,34.6993303029252,184,20
"509",2001,9,"B",18,130,7,2,"PEC","B",88,755,58,40.8353333333333,19.1951666666667,0.0437655,1.32524477042419,183,7
"510",2001,10,"B",18,175,7,2,"PEC","B",89.5,840,460,40.7983333333333,19.1928333333333,0.0422659,10.8834781703454,183,8
"511",2001,11,"B",18,195.5,7,13,"PEC","B",95.5,935,796,40.7571666666667,19.18,0.0437655,18.1878420216837,194,9
"512",2001,12,"B",18,205,7,13,"PEC","B",92,705,942,40.8661666666667,19.185,0.0422659,22.2874705140551,194,7
"513",2001,13,"B",18,195,7,12,"PEC","B",95.5,610,644,40.887,19.1841666666667,0.0422659,15.2368694384835,193,6
"514",2001,14,"C",18,135,7,5,"PEC","C",111,915,74,41.3775,19.1013333333333,0.0422659,1.75082040131643,186,9
"515",2001,15,"C",18,145,7,3,"PEC","C",102.5,810,483,41.3166666666667,19.1371666666667,0.0437655,11.0360900709463,184,8
"516",2001,16,"C",18,235,7,14,"PEC","C",154,1153,900,40.8056666666667,19.0596666666667,0.0461148,19.5165109682792,195,11
"517",2001,17,"C",18,200,7,14,"PEC","C",160.5,1100,300,40.771,19.0705,0.0461148,6.50550365609305,195,11
"518",2001,18,"C",18,205,7,13,"PEC","C",166.5,1005,900,40.7363333333333,19.0836666666667,0.0461148,19.5165109682792,194,10
"519",2001,19,"C",18,185,7,10,"PEC","C",148,605,132,40.5923333333333,19.1796666666667,0.044571,2.96156693814364,191,6
"520",2001,20,"C",18,200,7,10,"PEC","C",156,815,3000,40.6653333333333,19.1345,0.044571,67.3083395032645,191,8
"521",2001,21,"C",18,205,7,12,"PEC","C",167.5,915,700,40.6991666666667,19.1096666666667,0.0461148,15.1795085308838,193,9
"522",2001,22,"C",18,210,7,12,"PEC","C",156,725,900,40.6245,19.1505,0.044571,20.1925018509793,193,7
"523",2001,24,"D",18,205,7,5,"PEC","D",302,1620,500,41.2038333333333,18.8723333333333,0.0902364,5.54100119242346,186,16
"524",2001,25,"D",18,255,6,5,"PEC","D",300.5,1445,400,41.1598333333333,18.8561666666667,0.0934554,4.28011650477126,156,14
"525",2001,26,"D",18,335,7,5,"PEC","D",297.5,1315,448,41.0918333333333,18.8616666666667,0.0918441,4.8778310201744,186,13
"526",2001,52,"A",17,125,6,11,"AND","A",15.6,711,18,44.0366666666667,12.87,0.04632117507,0.388591178285063,162,7
"527",2001,55,"A",17,160,6,11,"AND","A",48.8,1355,580,44.1861666666667,12.998,0.044574563607,13.0119052900591,162,13
"528",2001,56,"B",17,150,6,11,"AND","B",60,1550,1074,44.1043333333333,13.3496666666667,0.0414169085412,25.9314380968735,162,15
"529",2001,57,"B",17,155,6,13,"AND","B",65.55,1122,68,44.0876666666667,13.5808333333333,0.0439031149164,1.548865043619,164,11
"530",2001,58,"B",17,155,6,13,"AND","B",63.25,1257,460,44.201,13.7448333333333,0.0421837485228,10.9046733898334,164,12
"531",2001,59,"B",17,180,6,13,"AND","B",66.25,1433,5145,44.199,14.0051666666667,0.0438729167772,117.270525370535,164,14
"532",2001,60,"B",17,155,6,13,"AND","B",65.4,1612,4595,44.1848333333333,14.2736666666667,0.0442367401032,103.872934336488,164,16
"533",2001,61,"B",17,160.249999999999,6,13,"AND","B",72.8,1806,5000,43.99,14.5116666666667,0.047143525014,106.059103525143,164,18
"534",2001,62,"B",17,160,6,14,"AND","B",85.75,401,1640,43.7303333333333,14.8621666666667,0.043638990606,37.5810709007214,165,4
"535",2001,63,"C",17,165,6,14,"AND","C",114,546,940,43.5466666666667,15.0426666666667,0.0441936553388,21.2700215176526,165,5
"536",2001,64,"C",17,200,6,14,"AND","C",140,728,717,43.3921666666667,15.165,0.0463494698744,15.469432594223,165,7
"537",2001,65,"C",17,165,6,14,"AND","C",125,919,2120,43.2098333333333,14.9303333333333,0.047309807296,44.8110047613583,165,9
"538",2001,66,"D",17,170,6,14,"AND","D",255,1134,90,43.0578333333333,15.0533333333333,0.0951004763466,0.946367499485376,165,11
"539",2001,69,"C",17,180,6,14,"AND","C",145.5,1742,566,42.951,14.7535,0.0441328292328,12.8249199029221,165,17
"540",2001,70,"C",17,200,6,15,"AND","C",131,438,1155,42.875,14.45,0.046620344475,24.7745917154122,166,4
"541",2001,71,"B",17,200,6,15,"AND","B",91,618,393,43.0276666666667,14.3036666666667,0.0460103613346,8.54155430647449,166,6
"542",2001,77,"A",17,140,6,15,"AND","A",26.1,1547,46,43.7186666666667,13.5405,0.038450024253,1.19635815304878,166,15
"543",2001,79,"C",18,250,6,28,"PEC","C",116,1245,383,40.4363333333333,18.5356666666667,0.0433031,8.84463237043075,179,12
"544",2001,81,"C",18,215,6,29,"PEC","C",142,1705,125,40.663,18.4866666666667,0.0438217,2.85246806947243,180,17
"545",2001,83,"A",17,155,6,20,"AND","A",23.05,432,112,45.1426666666667,12.4743333333333,0.039262106329,2.85262331728937,171,4
"546",2001,83,"C",18,225,6,23,"PEC","C",119.5,955,900,40.6696666666667,18.3826666666667,0.0461148,19.5165109682792,174,9
"547",2001,84,"C",18,215,6,28,"PEC","C",112,1450,100,40.5653333333333,18.4935,0.044571,2.24361131677548,179,14
"548",2001,85,"A",17,160,6,20,"AND","A",30.35,846,88,45.091,12.8663333333333,0.041848920864,2.10280213164829,171,8
"549",2001,86,"A",17,170,6,20,"AND","A",29.6,956,205,44.9986666666667,12.81,0.0426390178167,4.80780305215449,171,9
"550",2001,88,"A",17,140,6,20,"AND","A",39.75,1311,84,44.6126666666667,13.0883333333333,0.041880070029,2.00572730517962,171,13
"551",2001,88,"B",18,195,6,25,"PEC","B",92,810,351,40.5858333333333,18.2755,0.0452814,7.75152711709444,176,8
"552",2001,89,"A",17,155,6,20,"AND","A",44.9,1450,1850,44.3896666666667,13.0741666666667,0.040635910308,45.5262349478065,171,14
"553",2001,89,"C",18,245,6,20,"PEC","C",121,900,1150,40.689,18.3558333333333,0.044571,25.801530142918,171,9
"554",2001,90,"B",17,165,6,21,"AND","B",69,516,520,44.0421666666667,13.843,0.04226278092,12.303970270776,172,5
"555",2001,90,"C",18,235,6,23,"PEC","C",117.5,1050,350,40.6576666666667,18.3813333333333,0.0448395,7.80561781465003,174,10
"556",2001,91,"B",17,170,6,21,"AND","B",68.9,638,405,43.9986666666667,13.9986666666667,0.041949138546,9.6545486757944,172,6
"557",2001,92,"B",17,180,6,21,"AND","B",72.15,828,863,43.9848333333333,14.316,0.041973390084,20.5606456441309,172,8
"558",2001,93,"B",17,170,6,21,"AND","B",75.6,944,654,43.864,14.2968333333333,0.043405858446,15.0670905590687,172,9
"559",2001,93,"C",18,205,6,20,"PEC","C",122.5,805,217,40.7058333333333,18.3153333333333,0.0448395,4.83948304508302,171,8
"560",2001,94,"B",17,140,6,21,"AND","B",76.3,1058,493,43.7498333333333,14.3056666666667,0.04395306429,11.2165103381009,172,10
"561",2001,95,"B",17,160.5,6,21,"AND","B",80.3,1204,1110,43.6823333333333,14.3823333333333,0.043595476176,25.4613574013689,172,12
"562",2001,95,"C",18,160,6,20,"PEC","C",123,710,44,40.7173333333333,18.2783333333333,0.0463926,0.948427119842389,171,7
"563",2001,96,"B",17,170,6,21,"AND","B",94.45,1415,1980,43.4521666666667,14.6906666666667,0.045966770534,43.0745944733155,172,14
"564",2001,97,"B",17,160,6,21,"AND","B",91.65,1526,1574,43.4023333333333,14.6231666666667,0.0452180295408,34.8091240592381,172,15
"565",2001,98,"B",17,165,6,21,"AND","B",89.45,1639,966,43.3946666666667,14.4893333333333,0.046055922342,20.9745012341023,172,16
"566",2001,99,"A",17,205,6,25,"AND","A",46.3,1209,3500,44.491,13.5145,0.045096955743,77.6105602326222,176,12
"567",2001,100,"A",17,150,6,25,"AND","A",36.7,1518,40,45.01,13.2875,0.0416151340767,0.961188781136132,176,15
"568",2001,101,"B",18,190,6,22,"PEC","B",58.5,1340,99,40.8788333333333,17.5426666666667,0.0432285,2.29015579999306,173,13
"569",2001,107,"A",17,168.499999999999,6,27,"AND","A",14.9,612,2097,42.7136666666667,14.0835,0.03602746263184,58.2055978082324,178,6
"570",2001,107,"C",18,190,6,13,"PEC","C",103.5,1645,166,41.1981666666667,17,0.0463926,3.57815686122356,164,16
"571",2001,108,"A",17,125,6,27,"AND","A",25.15,721,24,42.6423333333333,14.1778333333333,0.039718030676,0.604259566537427,178,7
"572",2001,108,"B",18,160,6,12,"PEC","B",67,1120,146,41.3746666666667,16.5715,0.0438924,3.32631617318716,163,11
"573",2001,109,"B",17,150,6,27,"AND","B",86,902,48,42.5483333333333,14.4311666666667,0.0414423986736,1.15823411617768,178,9
"574",2001,110,"C",17,155,6,27,"AND","C",142.5,1042,41,42.5456666666667,14.7063333333333,0.04381247748,0.935806472453335,178,10
"575",2001,111,"C",17,210,6,27,"AND","C",175.5,1230,619,42.551,14.9841666666667,0.0460240659279,13.4494853403371,178,12
"576",2001,112,"C",17,200,6,27,"AND","C",158,1409,383,42.6555,15.1778333333333,0.0504995892896,7.58422009738752,178,14
"577",2001,114,"C",17,165,6,27,"AND","C",160.5,1742,213,42.7865,15.5781666666667,0.0477304623224,4.46255891177569,178,17
"578",2001,115,"A",18,155,6,8,"PEC","A",29.5,720,71,41.2626666666667,16.5561666666667,0.043059,1.64890034603683,159,7
"579",2001,117,"A",18,145,6,12,"PEC","A",49.5,2115,79,41.7801666666667,16.3766666666667,0.0409694,1.92826841496336,163,21
"580",2001,118,"D",17,250,6,28,"AND","D",236.5,1354,2150,42.0565,16.8093333333333,0.0995233005676,21.602981289187,179,13
"581",2001,119,"C",17,200,6,28,"AND","C",125,1550,370,42.0568333333333,16.4776666666667,0.046247053625,8.00050967571234,179,15
"582",2001,122,"B",17,150,6,29,"AND","B",68.7,517,40,42.0365,15.938,0.044000937612,0.909071537354948,180,5
"583",2001,123,"A",17,190,6,29,"AND","A",23.25,635,238,42.0125,15.7776666666667,0.039067576586,6.09200827893912,180,6
"584",2001,124,"C",17,200,6,29,"AND","C",122.5,845,301,42.3245,15.7765,0.045397691395,6.63029309973131,180,8
"585",2001,125,"A",18,150,6,11,"PEC","A",47.5,645,32,41.419,16.4391666666667,0.042423,0.754307804728567,162,6
"586",2001,125,"C",17,175,6,29,"AND","C",133.5,958,60,42.4336666666667,15.706,0.0398668182716,1.50501099915321,180,9
"587",2001,126,"B",18,140,6,12,"PEC","B",55.5,2025,28,41.7491666666667,16.4025,0.0447258,0.626036873571853,163,20
"588",2001,126,"C",17,180,6,29,"AND","C",132,1115,152,42.5383333333333,15.7788333333333,0.0471810733556,3.22163081908688,180,11
"589",2001,127,"C",17,195,6,29,"AND","C",137.5,1247,1840,42.6415,15.8993333333333,0.042575502094,43.2173411822031,180,12
"590",2001,128,"C",17,200,6,29,"AND","C",136.5,1413,2280,42.6561666666667,15.7126666666667,0.0471168802672,48.3903006113756,180,14
"591",2001,129,"B",18,175,6,6,"PEC","B",58.5,600,188,41.602,16.4295,0.0438924,4.28320164766565,157,6
"592",2001,129,"C",17,195,6,29,"AND","C",127.5,1553,534,42.5496666666667,15.511,0.044947064055,11.8806425119684,180,15
"593",2001,132,"A",17,170,6,30,"AND","A",32.15,434,68,42.1143333333333,14.9498333333333,0.041886153,1.62344820733477,181,4
"594",2001,132,"C",18,215,6,16,"PEC","C",119,1545,350,41.9228333333333,16.6093333333333,0.0463926,7.54430663510991,167,15
"595",2001,133,"C",18,245,6,16,"PEC","C",128,1635,550,41.9008333333333,16.646,0.0463926,11.8553389980299,167,16
"596",2001,134,"A",17,155,6,30,"AND","A",20.95,840,265,42.4085,14.4245,0.0390878938,6.77959271369081,181,8
"597",2001,134,"C",18,215,6,16,"PEC","C",120,1730,750,41.8733333333333,16.677,0.0463926,16.1663713609498,167,17
"598",2001,135,"A",17,45,6,30,"AND","A",12.25,1433,1,43.3855,13.7896666666667,0.0412159651414,0.0242624428803084,181,14
"599",2001,137,"C",18,185,6,5,"PEC","C",116,1145,78,41.4195,16.869,0.044571,1.75001682708488,156,11
"600",2001,139,"D",18,215,6,15,"PEC","D",218.5,1035,3280,41.9673333333333,16.7968333333333,0.0712557,46.0314052068817,166,10
"601",2001,140,"D",18,215,6,15,"PEC","D",226.5,1150,2000,41.9218333333333,16.8265,0.0712557,28.0679300041962,166,11
"602",2001,141,"D",18,215,6,16,"PEC","D",230,1315,2000,41.8843333333333,16.845,0.0716724,27.9047443646369,167,13
"603",2002,1,"A",17,50,7,17,"AND","A",18,816,20,44.0068333333333,13.0111666666667,0.0445056,0.449381650848433,198,8
"604",2002,1,"A",18,130,8,6,"PEC","A",47.5,1730,94,41.6155,19.351,0.0416175,2.25866522496546,218,17
"605",2002,2,"A",17,50,7,17,"AND","A",17.5,923,4,44.0541666666667,12.9073333333333,0.0527592,0.075816160972873,198,9
"606",2002,2,"A",18,180,8,8,"PEC","A",39.5,1915,230,41.0578333333333,19.3803333333333,0.045936,5.00696621386277,220,19
"607",2002,3,"A",17,50,7,17,"AND","A",15.5,1055,20,44.157,12.7136666666667,0.055632,0.359505320678746,198,10
"608",2002,4,"B",18,145,8,6,"PEC","B",84.5,1603,180,41.5658333333333,19.2493333333333,0.0437655,4.11282859786818,218,16
"609",2002,5,"B",17,150,7,18,"AND","B",64,747,50,43.9506666666667,13.5078333333333,0.0446292,1.12034273524957,199,7
"610",2002,6,"B",18,185,8,6,"PEC","B",97,1454,650,41.4546666666667,19.2618333333333,0.045108,14.4098607785759,218,14
"611",2002,7,"B",17,150,7,18,"AND","B",69,1041,68,44.0481666666667,13.8318333333333,0.0458946,1.48165579392783,199,10
"612",2002,7,"B",18,175,8,6,"PEC","B",89.5,750,3960,41.2911666666667,19.1705,0.0394912,100.275504416174,218,7
"613",2002,9,"B",17,165,7,18,"AND","B",66,1405,3500,44.1838333333333,14.2623333333333,0.0429226,81.5421246616002,199,14
"614",2002,10,"B",17,170,7,18,"AND","B",66.5,1530,1566,44.1866666666667,14.0406666666667,0.0470925,33.2537028189202,199,15
"615",2002,10,"B",18,175,8,8,"PEC","B",88.5,1435,46,40.7876666666667,19.1928333333333,0.032592,1.41138929798724,220,14
"616",2002,11,"B",17,170,7,18,"AND","B",63.5,1705,560,44.1981666666667,13.7791666666667,0.0404271,13.8520942635015,199,17
"617",2002,11,"B",18,165,8,8,"PEC","B",89,1343,838,40.7543333333333,19.1891666666667,0.0392504,21.3501008906916,220,13
"618",2002,12,"B",17,190,7,18,"AND","B",66,1830,160,44.0893333333333,13.6158333333333,0.0445648,3.59027752845295,199,18
"619",2002,12,"B",18,175,8,8,"PEC","B",94,1630,1640,40.8733333333333,19.1815,0.0422659,38.8019656507965,220,16
"620",2002,13,"B",17,145,7,19,"AND","B",60.5,650,200,44.0888333333333,13.3653333333333,0.0403144,4.96100648899649,200,6
"621",2002,13,"B",18,180,8,8,"PEC","B",93,1725,967,40.916,19.191,0.04075,23.7300613496932,220,17
"622",2002,14,"B",17,190,7,19,"AND","B",54,839,600,44.191,13.2405,0.0549815,10.9127615652538,200,8
"623",2002,14,"C",18,210,8,6,"PEC","C",115,540,1200,41.4225,19.1126666666667,0.0422659,28.3916821835096,218,5
"624",2002,15,"A",17,150,7,19,"AND","A",48.5,1007,85,44.182,13.0523333333333,0.0466416,1.82240746458097,200,10
"625",2002,15,"C",18,170,8,6,"PEC","C",110.5,630,320,41.382,19.1221666666667,0.0437655,7.31169528509899,218,6
"626",2002,16,"C",18,185,8,8,"PEC","C",103.5,1540,756,40.8405,19.16,0.0394912,19.1435053885423,220,15
"627",2002,18,"A",17,145,7,22,"AND","A",39.5,805,38,43.6523333333333,13.7255,0.040176,0.945838311429709,203,8
"628",2002,20,"B",17,135,7,22,"AND","B",75.5,1143,26,43.7578333333333,14.2885,0.0422007,0.616103524349122,203,11
"629",2002,21,"B",17,195,7,22,"AND","B",75,1242,750,43.8148333333333,14.3045,0.0435862,17.2072812036837,203,12
"630",2002,21,"C",18,145,8,7,"PEC","C",162.5,700,70,40.69,19.1216666666667,0.0430438,1.62625047045103,219,7
"631",2002,22,"B",17,175,7,22,"AND","B",71,1408,2690,43.9406666666667,14.397,0.0475634,56.5560914484667,203,14
"632",2002,23,"B",17,160,7,22,"AND","B",73,1525,2815,43.9501666666667,14.5238333333333,0.044499,63.2598485359222,203,15
"633",2002,24,"B",17,170,7,22,"AND","B",75.5,1656,3230,43.815,14.5626666666667,0.044499,72.5859008067597,203,16
"634",2002,25,"B",17,170,7,22,"AND","B",78,1825,1070,43.7198333333333,14.406,0.0516873,20.701410211019,203,18
"635",2002,26,"B",17,170,7,23,"AND","B",88.5,422,1400,43.718,14.915,0.046992,29.7923050732039,204,4
"636",2002,27,"C",17,175,7,23,"AND","C",113,628,754,43.5433333333333,15.0476666666667,0.0467954,16.1126948375268,204,6
"637",2002,28,"C",17,170,7,23,"AND","C",109.5,800,1665,43.433,14.9613333333333,0.0486214,34.2441805460147,204,8
"638",2002,29,"B",17,170.749999999999,7,23,"AND","B",95.5,940,628,43.426,14.7333333333333,0.0452682,13.8728732310982,204,9
"639",2002,30,"B",17,170,7,23,"AND","B",91.5,1056,830,43.399,14.6441666666667,0.0529208,15.6838143036386,204,10
"640",2002,31,"B",17,180,7,23,"AND","B",87.5,1210,203,43.4046666666667,14.5215,0.0481305,4.21769979534806,204,12
"641",2002,32,"B",17,190,7,23,"AND","B",84,1402,511,43.5565,14.3663333333333,0.0442708,11.5425969261906,204,14
"642",2002,35,"A",17,55,7,23,"AND","A",26.5,1825,2,43.3108333333333,13.9455,0.046588,0.0429295097449987,204,18
"643",2002,38,"B",17,160,7,24,"AND","B",84.5,850,654,43.2078333333333,14.4196666666667,0.0303105,21.5766813480477,205,8
"644",2002,39,"C",17,185,7,24,"AND","C",111,1022,696,43.1066666666667,14.5868333333333,0.0446208,15.5981067125645,205,10
"645",2002,40,"C",17,180,7,24,"AND","C",125,1139,525,43.0023333333333,14.5773333333333,0.0349865,15.0057879467795,205,11
"646",2002,42,"A",17,145,7,24,"AND","A",32,1502,38,43.0266666666667,14.0441666666667,0.044671,0.85066374157731,205,15
"647",2002,44,"A",17,50,7,24,"AND","A",17,1817,2,42.7401666666667,14.086,0.043776,0.045687134502924,205,18
"648",2002,47,"C",17,175,7,30,"AND","C",105,1018,473,43.263,14.7608333333333,0.0469946,10.0649861899027,211,10
"649",2002,48,"C",17,195,7,30,"AND","C",126,1141,340,43.1963333333333,14.9063333333333,0.0423345,8.03127472864921,211,11
"650",2002,49,"C",17,205,7,30,"AND","C",162,1349,350,43.2681666666667,15.1398333333333,0.048773,7.1761015315851,211,13
"651",2002,58,"A",17,130,7,31,"AND","A",33.5,1609,300,42.397,14.4838333333333,0.0448105,6.69485946374176,212,16
"652",2002,60,"B",17,150,8,1,"AND","B",81,600,70,42.2906666666667,14.8075,0.043725,1.60091480846198,213,6
"653",2002,61,"A",17,60,8,1,"AND","A",33,743,4,42.1036666666667,14.9723333333333,0.043617,0.0917073618084692,213,7
"654",2002,68,"C",17,215,8,1,"AND","C",138.5,1816,844,42.7305,15.2911666666667,0.0462722,18.2398934997688,213,18
"655",2002,69,"B",17,180,8,5,"AND","B",62,620,200,44.233,13.5106666666667,0.0441462,4.53040125763939,217,6
"656",2002,70,"B",17,145,8,5,"AND","B",53,802,362,44.4145,13.4265,0.0516818,7.00440000154793,217,8
"657",2002,71,"A",17,175,8,5,"AND","A",46,1228,440,44.4995,13.3293333333333,0.0277764,15.8407857029709,217,12
"658",2002,72,"A",17,200,8,5,"AND","A",40,1340,525,44.505,13.175,0.0315368,16.6472184876081,217,13
"659",2002,73,"A",17,155,8,5,"AND","A",45,1502,675,44.3966666666667,13.0566666666667,0.044793,15.0693188667872,217,15
"660",2002,75,"A",17,100,8,5,"AND","A",17,1810,32,44.3371666666667,12.5395,0.0394136,0.81190249051089,217,18
"661",2002,76,"B",18,190,8,1,"PEC","B",85.5,1915,200,40.323,18.4375,0.0443025,4.51441792223915,213,19
"662",2002,77,"A",17,140,8,6,"AND","A",21,749,70,45.4833333333333,12.9196666666667,0.0429602,1.62941513307666,218,7
"663",2002,78,"A",17,130,8,6,"AND","A",22,845,30,45.4465,12.8751666666667,0.041192,0.728296756651777,218,8
"664",2002,79,"C",18,185,8,2,"PEC","C",123.5,555,272,40.4273333333333,18.5575,0.0433031,6.28130549544952,214,5
"665",2002,80,"A",17,95,8,6,"AND","A",21.5,1208,15,45.1308333333333,12.4268333333333,0.0450528,0.33294268058811,218,12
"666",2002,80,"A",18,130,7,30,"PEC","A",41,1640,64,41.1255,16.9675,0.042423,1.50861560945713,211,16
"667",2002,81,"A",17,205,8,6,"AND","A",26.5,1337,365,45.1461666666667,12.6496666666667,0.0383496,9.51770031499677,218,13
"668",2002,81,"C",18,250,8,2,"PEC","C",135.5,855,400,40.6186666666667,18.4968333333333,0.0453765,8.81513558780426,214,8
"669",2002,83,"C",18,235,8,2,"PEC","C",126,950,100,40.647,18.4561666666667,0.044571,2.24361131677548,214,9
"670",2002,84,"A",17,95,8,6,"AND","A",22.5,1727,28,44.91,12.6183333333333,0.0396112,0.706870784020681,218,17
"671",2002,85,"A",17,105,8,6,"AND","A",18.5,1830,1969,44.8295,12.5303333333333,0.0412072,47.7829117241647,218,18
"672",2002,86,"A",17,95,8,7,"AND","A",13.5,554,2545,44.6866666666667,12.3451666666667,0.042777,59.4945882132922,219,5
"673",2002,87,"A",17,105,8,7,"AND","A",28.5,720,65,44.6063333333333,12.5811666666667,0.0494295,1.31500419789802,219,7
"674",2002,89,"C",18,240,8,2,"PEC","C",127,1045,400,40.6678333333333,18.412,0.0430438,9.29285983114874,214,10
"675",2002,90,"C",18,250,8,2,"PEC","C",119,1135,255,40.6588333333333,18.3945,0.0433031,5.88872390198392,214,11
"676",2002,92,"A",17,150,8,7,"AND","A",39,1459,283,44.5918333333333,13.0011666666667,0.0434419,6.51444803288991,219,14
"677",2002,94,"A",17,155,8,13,"AND","A",36,913,75,44.9971666666667,13.293,0.045384,1.6525647805394,225,9
"678",2002,97,"A",17,130,8,16,"AND","A",12.5,1759,33500,43.4383333333333,13.7691666666667,0.0425565,787.188796071106,228,17
"679",2002,100,"C",17,225,8,17,"AND","C",128.5,837,350,42.5411666666667,15.5055,0.0464352,7.53738543174144,229,8
"680",2002,101,"C",17,225,8,17,"AND","C",137.5,1028,1000,42.6558333333333,15.569,0.0483168,20.6967348831048,229,10
"681",2002,102,"C",17,190,8,17,"AND","C",148,1202,580,42.6883333333333,15.726,0.0469313,12.3584899629885,229,12
"682",2002,103,"C",17,195,8,17,"AND","C",132.5,1335,2265,42.627,15.8938333333333,0.048048,47.1403596403596,229,13
"683",2002,104,"C",17,180,8,17,"AND","C",133,1454,60,42.5476666666667,15.824,0.0483504,1.2409411297528,229,14
"684",2002,107,"A",17,130,8,18,"AND","A",17,522,10000,41.996,15.7146666666667,0.0438354,228.126126372749,230,5
"685",2002,108,"B",17,170,8,18,"AND","B",69.5,652,100,42.0428333333333,15.908,0.0464646,2.15217606521954,230,6
"686",2002,110,"A",17,145,8,18,"AND","A",44,1002,38,42.007,16.1378333333333,0.0439398,0.864819594080993,230,10
"687",2002,111,"B",17,145,8,18,"AND","B",74,1123,40,42.0046666666667,16.2998333333333,0.0459171,0.871135154441374,230,11
"688",2002,113,"D",17,235,8,18,"AND","D",247,1552,830,42.064,16.7975,0.096534,8.59800691984171,230,15
"689",2002,117,"C",17,220,8,19,"AND","C",171,1748,760,42.1885,16.6323333333333,0.043724,17.3817583020767,231,17
"690",2002,119,"A",17,105,9,26,"AND","A",22.5,603,35,45.654,13.6508333333333,0.0426056,0.821488255065062,269,6
"691",2002,132,"C",18,195,7,24,"PEC","C",119,1537,195,41.9186666666667,16.6215,0.0433031,4.50314180739947,205,15
"692",2002,133,"C",18,180,7,24,"PEC","C",127.5,1445,190,41.895,16.6593333333333,0.0433031,4.38767663285077,205,14
"693",2002,134,"C",18,210,7,24,"PEC","C",120,1345,1128,41.852,16.677,0.0448395,25.1563911283578,205,13
"694",2002,137,"C",18,210,7,26,"PEC","C",127.5,1235,213,41.54,16.862,0.0430438,4.9484478600867,207,12
"695",2002,139,"D",18,195,7,24,"PEC","D",218.5,1155,453,41.9516666666667,16.8015,0.0855,5.29824561403509,205,11
"696",2003,1,"A",18,175,7,13,"PEC","A",44.5,2030,1200,41.6233333333333,19.353,0.043059,27.8687382428761,194,20
"697",2003,2,"A",18,145,7,13,"PEC","A",41.5,1425,50,41.1053333333333,19.3826666666667,0.0438924,1.13914937437916,194,14
"698",2003,3,"B",17,160,6,17,"AND","B",63,1049,165,44.0796666666667,13.421,0.0487025,3.38791643139469,168,10
"699",2003,4,"B",17,175,6,17,"AND","B",68,1229,500,44.084,13.6013333333333,0.0512302,9.75986820273979,168,12
"700",2003,4,"B",18,175,7,17,"PEC","B",87,1910,100,41.556,19.2478333333333,0.0437655,2.28490477659344,198,19
"701",2003,5,"B",17,170,6,17,"AND","B",71,1400,103,43.9495,13.7116666666667,0.051019,2.01885572041788,168,14
"702",2003,6,"B",18,185,7,17,"PEC","B",98,1800,300,41.4551666666667,19.2576666666667,0.0432285,6.93986606058503,198,18
"703",2003,7,"A",17,130,6,17,"AND","A",49.5,1715,30,43.6745,13.7721666666667,0.0494382,0.606818209400828,168,17
"704",2003,7,"B",18,200,7,17,"PEC","B",100,725,1600,41.3363333333333,19.1415,0.044034,36.3355588863151,198,7
"705",2003,9,"B",17,175,6,18,"AND","B",69,516,210,44.047,13.8603333333333,0.0499106,4.20752305121557,169,5
"706",2003,10,"B",17,200,6,18,"AND","B",69,616,275,44.0181666666667,13.9325,0.0476938,5.76594861386595,169,6
"707",2003,11,"B",17,175,6,18,"AND","B",65,831,2290,44.1861666666667,14.2596666666667,0.0492982,46.4520002758721,169,8
"708",2003,12,"B",17,170,6,18,"AND","B",67.5,950,1120,44.1893333333333,14.09,0.0490084,22.8532251614009,169,9
"709",2003,13,"B",17,160,6,18,"AND","B",62.5,1139,326,44.2083333333333,13.7688333333333,0.0491694,6.63013988374884,169,11
"710",2003,14,"B",17,205,6,18,"AND","B",63.5,1301,380,44.2298333333333,13.5726666666667,0.0499583,7.60634369063799,169,13
"711",2003,14,"C",18,205,7,13,"PEC","C",112,550,1400,41.4026666666667,19.0996666666667,0.0455592,30.729248977155,194,5
"712",2003,15,"B",17,165,6,18,"AND","B",52.5,1534,105,44.095,13.1745,0.046452,2.26039783001808,169,15
"713",2003,15,"C",18,205,7,13,"PEC","C",109,635,1100,41.3678333333333,19.1206666666667,0.044034,24.9806967343416,194,6
"714",2003,16,"C",18,235,7,19,"PEC","C",155,650,1410,40.7643333333333,19.0876666666667,0.0399728,35.2739863106913,200,6
"715",2003,17,"C",18,245,7,19,"PEC","C",163.5,600,600,40.6991666666667,19.1098333333333,0.0399728,15.0102069407197,200,6
"716",2003,19,"C",18,65,7,12,"PEC","C",157.5,1850,3,40.5748333333333,19.1795,0.0415,0.072289156626506,193,18
"717",2003,21,"C",18,180,7,18,"PEC","C",160,2020,300,40.6318333333333,19.1338333333333,0.038429,7.80660438731167,199,20
"718",2003,22,"C",18,155,7,18,"PEC","C",160,1935,50,40.6015,19.1636666666667,0.0430438,1.16160747889359,199,19
"719",2003,23,"C",18,215,7,18,"PEC","C",152,1800,250,40.5496666666667,19.1923333333333,0.0427845,5.8432376211011,199,18
"720",2003,24,"D",18,205,7,9,"PEC","D",300.5,620,410,41.2158333333333,18.8673333333333,0.0902364,4.54362097778723,190,6
