"","year","haul_number","stratum","Val_haul","month"
"945",2017,107,"A",55,12
"946",2017,109,"C",75,12
"947",2017,111,"C",60,12
"948",2017,112,"C",80,12
"949",2017,113,"C",65,12
"950",2017,114,"C",65,12
"951",2017,116,"C",55,12
"952",2017,117,"C",70,12
"953",2017,118,"C",60,12
"954",2017,119,"D",50,12
"955",2017,120,"D",65,12
