"year","area","haul_number","source"
1994,17,62,"no_shallow"
1995,17,59,"no_shallow"
1995,17,60,"no_shallow"
1996,17,34,"no_shallow"
1996,17,59,"no_shallow"
1997,17,2,"no_shallow"
1997,17,24,"no_shallow"
1997,17,38,"no_shallow"
1997,17,39,"no_shallow"
1997,17,65,"no_shallow"
1997,17,67,"no_shallow"
1997,17,79,"no_shallow"
1998,17,15,"no_shallow"
1998,17,47,"no_shallow"
1998,17,65,"no_shallow"
1999,17,1,"no_shallow"
1999,17,15,"no_shallow"
1999,17,18,"no_shallow"
1999,17,26,"no_shallow"
1999,17,3,"no_shallow"
1999,17,46,"no_shallow"
1999,17,48,"no_shallow"
1999,17,49,"no_shallow"
1999,17,8,"no_shallow"
1999,17,9,"no_shallow"
2000,17,126,"no_shallow"
2000,17,91,"no_shallow"
2000,17,97,"no_shallow"
2001,17,107,"no_shallow"
2001,17,135,"no_shallow"
2001,17,52,"no_shallow"
2002,17,1,"no_shallow"
2002,17,107,"no_shallow"
2002,17,2,"no_shallow"
2002,17,3,"no_shallow"
2002,17,44,"no_shallow"
2002,17,75,"no_shallow"
2002,17,85,"no_shallow"
2002,17,86,"no_shallow"
2002,17,97,"no_shallow"
2003,17,112,"no_shallow"
2003,17,34,"no_shallow"
2003,17,36,"no_shallow"
2003,17,56,"no_shallow"
2003,17,63,"no_shallow"
2003,17,74,"no_shallow"
2004,17,1,"no_shallow"
2004,17,100,"no_shallow"
2004,17,17,"no_shallow"
2004,17,26,"no_shallow"
2004,17,3,"no_shallow"
2004,17,45,"no_shallow"
2004,17,55,"no_shallow"
2004,17,86,"no_shallow"
2005,17,1,"no_shallow"
2005,17,114,"no_shallow"
2005,17,115,"no_shallow"
2005,17,21,"no_shallow"
2005,17,36,"no_shallow"
2005,17,45,"no_shallow"
2005,17,8,"no_shallow"
2005,17,95,"no_shallow"
2006,17,1,"no_shallow"
2006,17,118,"no_shallow"
2006,17,119,"no_shallow"
2006,17,22,"no_shallow"
2006,17,49,"no_shallow"
2006,17,65,"no_shallow"
2006,17,9,"no_shallow"
2007,17,1,"no_shallow"
2007,17,118,"no_shallow"
2007,17,2,"no_shallow"
2007,17,33,"no_shallow"
2007,17,4,"no_shallow"
2007,17,40,"no_shallow"
2008,17,1,"no_shallow"
2008,17,20,"no_shallow"
2009,17,3,"no_shallow"
2009,17,84,"no_shallow"
2010,17,32,"no_shallow"
2010,17,85,"no_shallow"
2011,17,11,"no_shallow"
2011,17,13,"no_shallow"
2011,17,132,"no_shallow"
2011,17,14,"no_shallow"
2011,17,54,"no_shallow"
2011,17,72,"no_shallow"
2011,17,76,"no_shallow"
2012,17,19,"no_shallow"
2012,17,29,"no_shallow"
2012,17,49,"no_shallow"
2012,17,60,"no_shallow"
2012,17,70,"no_shallow"
2012,17,71,"no_shallow"
2013,17,10,"no_shallow"
2013,17,103,"no_shallow"
2013,17,11,"no_shallow"
2013,17,180,"no_shallow"
2013,17,20,"no_shallow"
2013,17,28,"no_shallow"
2013,17,60,"no_shallow"
2013,17,61,"no_shallow"
2013,17,7,"no_shallow"
2013,17,88,"no_shallow"
2014,17,114,"no_shallow"
2014,17,13,"no_shallow"
2014,17,14,"no_shallow"
2014,17,15,"no_shallow"
2014,17,2,"no_shallow"
2014,17,3,"no_shallow"
2014,17,40,"no_shallow"
2014,17,5,"no_shallow"
2014,17,80,"no_shallow"
2014,17,81,"no_shallow"
2015,17,11,"no_shallow"
2015,17,12,"no_shallow"
2015,17,164,"no_shallow"
2015,17,180,"no_shallow"
2015,17,19,"no_shallow"
2015,17,36,"no_shallow"
2016,17,1,"no_shallow"
2016,17,10,"no_shallow"
2016,17,110,"no_shallow"
2016,17,111,"no_shallow"
2016,17,137,"no_shallow"
2016,17,138,"no_shallow"
2016,17,139,"no_shallow"
2016,17,141,"no_shallow"
2016,17,143,"no_shallow"
2016,17,148,"no_shallow"
2016,17,15,"no_shallow"
2016,17,163,"no_shallow"
2016,17,164,"no_shallow"
2016,17,175,"no_shallow"
2016,17,5,"no_shallow"
2017,17,13,"no_shallow"
2017,17,14,"no_shallow"
2017,17,15,"no_shallow"
2017,17,18,"no_shallow"
2017,17,45,"no_shallow"
2017,17,47,"no_shallow"
2017,17,48,"no_shallow"
2017,17,5,"no_shallow"
2017,17,6,"no_shallow"
2017,17,7,"no_shallow"
1994,18,120,"no_shallow"
1994,18,121,"no_shallow"
1995,18,121,"no_shallow"
1996,18,121,"no_shallow"
2010,18,121,"no_shallow"
2010,18,2,"no_shallow"
2011,18,121,"no_shallow"
2011,18,123,"no_shallow"
2011,18,2,"no_shallow"
2012,18,121,"no_shallow"
2012,18,2,"no_shallow"
2013,18,121,"no_shallow"
2013,18,123,"no_shallow"
2013,18,2,"no_shallow"
2014,18,121,"no_shallow"
2014,18,123,"no_shallow"
2014,18,2,"no_shallow"
2015,18,121,"no_shallow"
2015,18,123,"no_shallow"
2015,18,2,"no_shallow"
2016,18,121,"no_shallow"
2016,18,123,"no_shallow"
2016,18,2,"no_shallow"
2017,18,121,"no_shallow"
2017,18,123,"no_shallow"
