"","X1","Year","haul_number","stratum","Val_haul","month","Val","RP"
"552",812,"2013",116,"E",355,7,572.25,"AP"
"553",813,"2013",129,"B",130,7,572.25,"AP"
"554",814,"2013",132,"C",600,7,572.25,"AP"
"555",815,"2013",137,"C",240,7,572.25,"AP"
"556",816,"2013",142,"D",335,7,572.25,"AP"
"557",817,"2013",146,"C",555,7,572.25,"AP"
"558",818,"2013",147,"C",570,7,572.25,"AP"
"559",819,"2013",148,"C",380,7,572.25,"AP"
"560",820,"2013",150,"C",375,7,572.25,"AP"
"561",821,"2013",151,"D",325,7,572.25,"AP"
"562",822,"2013",157,"C",130,7,572.25,"AP"
"563",823,"2013",158,"C",315,7,572.25,"AP"
"564",824,"2013",161,"C",380,7,572.25,"AP"
"565",825,"2013",162,"C",290,7,572.25,"AP"
"566",826,"2013",165,"C",390,7,572.25,"AP"
"567",827,"2013",167,"D",225,7,572.25,"AP"
"568",828,"2013",169,"E",300,7,572.25,"AP"
"569",829,"2013",173,"C",215,7,572.25,"AP"
"570",830,"2013",175,"B",685,7,572.25,"AP"
"571",831,"2013",176,"C",280,7,572.25,"AP"
"572",832,"2013",178,"E",545,7,572.25,"AP"
"573",833,"2013",179,"C",205,7,572.25,"AP"
"574",834,"2013",180,"B",290,7,572.25,"AP"
"575",835,"2014",6,"B",140,8,540,"AP"
"576",836,"2014",13,"B",415,8,540,"AP"
"577",837,"2014",17,"C",265,8,540,"AP"
"578",838,"2014",23,"C",120,8,540,"AP"
"579",839,"2014",26,"D",105,8,540,"AP"
"580",840,"2014",27,"D",315,8,540,"AP"
"581",841,"2014",32,"E",670,8,540,"AP"
"582",842,"2014",39,"E",340,8,540,"AP"
"583",843,"2014",83,"C",490,8,540,"AP"
"584",844,"2014",84,"C",415,8,540,"AP"
"585",845,"2014",85,"D",80,8,540,"AP"
"586",846,"2014",93,"C",265,8,540,"AP"
"587",847,"2014",95,"C",345,8,540,"AP"
"588",848,"2014",97,"C",115,8,540,"AP"
"589",849,"2014",101,"B",145,8,540,"AP"
"590",850,"2014",104,"B",170,8,540,"AP"
"591",851,"2014",126,"B",150,8,540,"AP"
"592",852,"2014",131,"C",180,8,540,"AP"
"593",853,"2014",132,"C",295,8,540,"AP"
"594",854,"2014",133,"C",290,8,540,"AP"
"595",855,"2014",137,"C",330,8,540,"AP"
"596",856,"2014",138,"C",150,8,540,"AP"
"597",857,"2014",139,"D",115,8,540,"AP"
"598",858,"2014",142,"D",285,8,540,"AP"
"599",859,"2014",145,"D",300,8,540,"AP"
"600",860,"2014",146,"C",225,8,540,"AP"
"601",861,"2014",147,"C",245,8,540,"AP"
"602",862,"2014",150,"C",330,8,540,"AP"
"603",863,"2014",157,"C",435,8,540,"AP"
"604",864,"2014",158,"C",145,8,540,"AP"
"605",865,"2014",161,"C",360,8,540,"AP"
"606",866,"2014",165,"C",745,8,540,"AP"
"607",867,"2014",166,"C",580,8,540,"AP"
"608",868,"2014",167,"D",370,8,540,"AP"
"609",869,"2014",170,"E",365,8,540,"AP"
"610",870,"2014",172,"C",505,8,540,"AP"
"611",871,"2014",173,"C",300,8,540,"AP"
"612",872,"2014",174,"D",200,8,540,"AP"
"613",873,"2014",176,"C",340,8,540,"AP"
"614",874,"2014",179,"C",225,8,540,"AP"
"615",875,"2014",180,"B",540,8,540,"AP"
"616",876,"2015",4,"B",510,8,510,"AP"
"617",877,"2015",10,"B",340,8,510,"AP"
"618",878,"2015",16,"C",270,8,510,"AP"
"619",879,"2015",27,"D",265,8,510,"AP"
"620",880,"2015",83,"C",375,7,510,"AP"
"621",881,"2015",84,"C",230,7,510,"AP"
"622",882,"2015",88,"B",320,7,510,"AP"
"623",883,"2015",95,"C",335,7,510,"AP"
"624",884,"2015",101,"B",385,7,510,"AP"
"625",885,"2015",107,"C",255,7,510,"AP"
"626",886,"2015",126,"B",255,7,510,"AP"
"627",887,"2015",132,"C",275,7,510,"AP"
"628",888,"2015",139,"D",275,7,510,"AP"
"629",889,"2015",144,"E",675,7,510,"AP"
"630",890,"2015",150,"C",220,7,510,"AP"
"631",891,"2015",154,"B",305,7,510,"AP"
"632",892,"2015",161,"C",225,7,510,"AP"
"633",893,"2015",174,"D",550,8,510,"AP"
"634",894,"2016",13,"B",235,8,470,"AP"
"635",895,"2016",26,"D",320,7,470,"AP"
"636",896,"2016",27,"D",275,7,470,"AP"
"637",897,"2016",31,"D",260,8,470,"AP"
"638",898,"2016",39,"E",310,7,470,"AP"
"639",899,"2016",76,"B",445,8,470,"AP"
"640",900,"2016",83,"C",280,8,470,"AP"
"641",901,"2016",84,"C",210,8,470,"AP"
"642",902,"2016",85,"D",405,8,470,"AP"
"643",903,"2016",86,"E",460,8,470,"AP"
"644",904,"2016",93,"C",475,8,470,"AP"
"645",905,"2016",97,"C",315,8,470,"AP"
"646",906,"2016",107,"C",275,8,470,"AP"
"647",907,"2016",126,"B",440,8,470,"AP"
"648",908,"2016",129,"B",180,8,470,"AP"
"649",909,"2016",131,"C",360,8,470,"AP"
"650",910,"2016",133,"C",545,8,470,"AP"
"651",911,"2016",135,"A",120,8,470,"AP"
"652",912,"2016",137,"C",390,8,470,"AP"
"653",913,"2016",142,"D",280,8,470,"AP"
"654",914,"2016",145,"D",305,8,470,"AP"
"655",915,"2016",147,"C",135,8,470,"AP"
"656",916,"2016",148,"C",250,8,470,"AP"
"657",917,"2016",150,"C",295,8,470,"AP"
"658",918,"2016",151,"D",315,8,470,"AP"
"659",919,"2016",152,"E",555,8,470,"AP"
"660",920,"2016",158,"C",340,8,470,"AP"
"661",921,"2016",161,"C",325,8,470,"AP"
"662",922,"2016",167,"D",290,7,470,"AP"
"663",923,"2016",172,"C",305,8,470,"AP"
"664",924,"2016",173,"C",470,8,470,"AP"
"665",925,"2016",174,"D",320,8,470,"AP"
"666",926,"2016",177,"D",365,7,470,"AP"
"667",927,"2017",33,"E",315,10,330,"AP"
"668",928,"2017",76,"B",230,10,330,"AP"
"669",929,"2017",77,"D",275,10,330,"AP"
"670",930,"2017",83,"C",305,10,330,"AP"
"671",931,"2017",84,"C",290,10,330,"AP"
"672",932,"2017",88,"B",270,10,330,"AP"
"673",933,"2017",93,"C",400,10,330,"AP"
"674",934,"2017",95,"C",270,10,330,"AP"
"675",935,"2017",97,"C",170,10,330,"AP"
"676",936,"2017",101,"B",200,10,330,"AP"
"677",937,"2017",107,"C",140,10,330,"AP"
"678",938,"2017",110,"C",155,10,330,"AP"
"679",939,"2017",117,"A",140,10,330,"AP"
"680",940,"2017",126,"B",215,10,330,"AP"
"681",941,"2017",131,"C",170,10,330,"AP"
"682",942,"2017",132,"C",225,10,330,"AP"
"683",943,"2017",133,"C",165,10,330,"AP"
"684",944,"2017",137,"C",335,10,330,"AP"
"685",945,"2017",138,"C",180,10,330,"AP"
"686",946,"2017",145,"D",545,10,330,"AP"
"687",947,"2017",146,"C",300,10,330,"AP"
"688",948,"2017",148,"C",275,10,330,"AP"
"689",949,"2017",150,"C",330,10,330,"AP"
"690",950,"2017",151,"D",140,10,330,"AP"
"691",951,"2017",152,"E",345,10,330,"AP"
"692",952,"2017",154,"B",175,10,330,"AP"
"693",953,"2017",157,"C",290,10,330,"AP"
"694",954,"2017",158,"C",210,10,330,"AP"
"695",955,"2017",161,"C",310,10,330,"AP"
"696",956,"2017",162,"C",285,10,330,"AP"
"697",957,"2017",167,"D",130,10,330,"AP"
"698",958,"2017",168,"D",315,10,330,"AP"
"699",959,"2017",174,"D",315,10,330,"AP"
"700",960,"2017",177,"D",140,10,330,"AP"
"701",961,"2017",179,"C",295,10,330,"AP"
